"last_name, first_name","player_id","attempts","avg_hit_angle","anglesweetspotpercent","max_hit_speed","avg_hit_speed","ev50","fbld","gb","max_distance","avg_distance","avg_hr_distance","ev95plus","ev95percent","barrels","brl_percent","brl_pa"
"Young, Jacob","696285","88","1.8",31.8,"107.5","86.4","97","91.4","83.8","378","123",,"27",30.7,"0",0,0
"McKenna, Ryan","663630","87","13",31,"110.4","91","100.3","93.1","89.3","394","157","388","35",40.2,"6",6.9,4.3
"Stubbs, Garrett","596117","85","22.4",18.8,"109.6","83.4","93.6","88.2","80.6","377","136","354","15",17.6,"0",0,0
"Harrison, Josh","543281","85","10.7",30.6,"104.6","86.6","95.6","91.6","84.3","399","138","387","22",25.9,"2",2.4,1.8
"Palacios, Richie","680700","84","6.3",29.8,"106.8","88.1","97","91.8","85.7","406","146","386","28",33.3,"6",7.1,5.9
"Soderstrom, Tyler","691016","83","5.7",26.5,"111.6","89.3","101.2","92.1","87.8","454","138","416","33",39.8,"5",6,3.6
"Ortega, Rafael","542364","82","10.6",30.5,"104.6","86.8","96.2","87.7","86.8","381","145","381","22",26.8,"0",0,0
"Guillorme, Luis","641645","82","11.8",31.7,"100.4","85.9","95.2","90.8","81.5","400","162","400","21",25.6,"1",1.2,0.8
"Gonzales, Nick","693304","82","8.7",26.8,"106","85.5","95.9","91.7","82.3","442","131","428","22",26.8,"3",3.7,2.3
"Wisely, Brett","689172","82","17.9",31.7,"108.4","85.9","97.3","92","79.5","412","156","410","27",32.9,"6",7.3,4.6
"Fletcher, David","664058","81","9.3",32.1,"102.7","83.3","94.2","85.9","84.3","363","130","361","16",19.8,"0",0,0
"Gordon, Nick","624503","81","9.2",34.6,"105.4","89.1","98.5","93.6","85.7","414","167","393","30",37,"4",4.9,4.3
"Myers, Wil","571976","81","11",29.6,"105.8","87.6","97.4","94.6","82.2","406","145","393","24",29.6,"5",6.2,3.5
"Villar, David","681584","80","19",38.8,"106.8","87.7","98.1","92.7","79.8","434","185","398","26",32.5,"11",13.8,7.9
"Herrera, Jose","645444","77","11.3",33.8,"101.2","85.9","94.4","86.1","87.1","381","143",,"15",19.5,"0",0,0
"Bradley Jr., Jackie","598265","77","5.3",23.4,"107.6","88.1","98.8","94.9","83.7","403","143","387","27",35.1,"6",7.8,5.3
"Thompson, Trayce","572204","76","21.8",34.2,"110.1","89.3","101.7","96","81.8","442","187","422","35",46.1,"9",11.8,5
"Haggerty, Sam","664059","75","12.1",32,"108.2","85.9","96.2","86.9","86.5","391","143","391","20",26.7,"1",1.3,0.9
"Rivas, Alfonso","663845","75","11.1",41.3,"107.2","89.2","99.2","90.9","85.9","419","170","411","29",38.7,"5",6.7,4.1
"Aguilar, Jesús","542583","74","16.3",33.8,"108.2","86.7","97.1","90.2","84.2","428","171","405","22",29.7,"5",6.8,4.3
"Chang, Yu","644374","73","9.8",30.1,"109.7","88.8","100.4","92.6","87","418","156","397","28",38.4,"4",5.5,3.6
"Fletcher, Dominic","666150","73","8.5",38.4,"108.7","89.7","98.6","91.3","89.1","428","147","408","29",39.7,"3",4.1,2.9
"Schneider, Davis","676914","73","26",49.3,"108.8","89.5","99.2","94.6","80.4","425","231","393","28",38.4,"13",17.8,9.2
"Alberto, Hanser","593643","72","15.5",31.9,"104.6","84.3","95.1","90","79.1","390","165","377","16",22.2,"3",4.2,3.3
"Azocar, José","640492","72","12.5",31.9,"108.9","87","98.2","92.7","83.3","424","133","405","19",26.4,"5",6.9,4.9
"Fry, David","681807","71","16.5",40.8,"110.1","89.5","99.1","93.2","85.3","404","186","379","28",39.4,"9",12.7,8
"Andujar, Miguel","609280","71","5.3",28.2,"108.5","89.2","99.3","93.7","87.4","405","149","389","30",42.3,"5",7,5.6
"Choi, Ji Man","596847","71","11.9",33.8,"110","93.4","103.5","98.6","88.1","427","172","407","42",59.2,"14",19.7,12
"Nevin, Tyler","663527","71","13.7",26.8,"107.6","89.3","98.4","92.4","88.1","421","161","381","27",38,"5",7,4.5
"Mauricio, Ronny","677595","70","7.6",37.1,"117.3","90.7","101.4","93.1","89.3","440","155","415","27",38.6,"4",5.7,3.7
"Bride, Jonah","681146","69","4.1",34.8,"104.8","89","97.6","93.4","86.8","397","142",,"28",40.6,"3",4.3,2.8
"Singleton, Jon","572138","69","17.5",27.5,"109.3","88.9","99.1","92.3","87.6","390","170","390","30",43.5,"4",5.8,3.8
"Pinto, René","650907","69","16.9",44.9,"110.8","90.5","100.1","95.1","83.9","428","204","409","28",40.6,"11",15.9,10.5
"García, Avisaíl","541645","69","10.2",27.5,"111.9","90.4","101.9","100.1","87.1","428","158","411","34",49.3,"8",11.6,6.8
"Hosmer, Eric","543333","69","3.4",23.2,"110.3","85.1","98.4","89.8","84.3","414","114","406","24",34.8,"4",5.8,4
"Barnhart, Tucker","571466","68","16.5",30.9,"103.6","87","94.8","89.3","85","413","153","413","16",23.5,"1",1.5,0.8
"Williams, Alika","675961","67","10.1",37.3,"106.4","83.4","96.1","87.7","79.9","381","144",,"17",25.4,"2",3,1.8
"Edwards, Xavier","669364","66","10.7",30.3,"104.5","82.2","92.5","86.5","79.2","367","137",,"9",13.6,"1",1.5,1.2
"Davis, Jonathan","641505","65","7.1",35.4,"106.1","84.4","95.2","87.4","81.9","414","137","401","15",23.1,"3",4.6,2.9
"Bart, Joey","663698","65","15.4",23.1,"111.4","86.2","96.9","92.1","82.2","389","154",,"17",26.2,"4",6.2,4.2
"Sullivan, Brett","664954","63","16.3",31.7,"103.8","86.9","95.7","88.4","86.1","380","169","380","18",28.6,"1",1.6,1.2
"Daza, Yonathan","602074","63","13.6",30.2,"105.4","85","94.9","86.8","83.5","400","171",,"12",19,"1",1.6,1.3
"Zunino, Mike","572287","63","15.1",28.6,"111.2","85.9","99.7","93.4","81.7","394","149","355","22",34.9,"5",7.9,3.6
"Basabe, Osleivis","678545","62","-2.3",29,"106.4","88.4","98.4","92.7","86.9","393","124","393","23",37.1,"2",3.2,2.1
"Mead, Curtis","678554","62","12.6",29,"108.1","83.5","95.7","89.1","82.1","365","151","337","14",22.6,"2",3.2,2.2
"Grissom, Vaughn","687093","61","5.1",29.5,"107.7","86.2","97.9","91.8","83.3","391","129",,"22",36.1,"4",6.6,5
"Casali, Curt","592200","60","21",30,"102.1","85.1","95.7","88.7","83.7","380","154",,"16",26.7,"1",1.7,1
"Kieboom, Carter","666198","60","15.2",33.3,"109.9","86.1","96.4","92.4","82.4","410","150","396","14",23.3,"3",5,3.2
"Gonzalez, Romy","663853","59","5",39,"112.8","90.5","102.3","94.6","88.3","423","147","395","25",42.4,"8",13.6,8.2
"Walsh, Jared","665120","59","18.4",27.1,"109.1","86.1","98.1","90.5","83.2","435","173","401","19",32.2,"4",6.8,3.4
"Chavis, Michael","656308","58","8.9",41.4,"107.3","84.5","97.5","86.1","83.2","389","133","384","18",31,"1",1.7,1
"Mervis, Matt","670223","58","8.4",36.2,"111.8","91","103.7","98.5","86.4","420","163","403","29",50,"8",13.8,8.1
"Pache, Cristian","665506","58","8.6",39.7,"108.2","89.9","100.6","95","89","421","147","409","26",44.8,"4",6.9,4.2
"Marisnick, Jake","545350","57","21.9",31.6,"107.8","88.5","99.2","94.5","87.2","410","170","405","21",36.8,"3",5.3,3.6
"Martini, Nick","605361","57","23.6",45.6,"107.1","91","99.6","93.3","89.3","425","213","390","26",45.6,"6",10.5,7.6
"Wells, Austin","669224","57","13.6",33.3,"107.8","89.5","100.5","94.4","84.8","416","182","392","24",42.1,"8",14,10.7
"Aranda, Jonathan","666018","57","8.4",26.3,"107.6","89","98.8","93.7","86","430","139","394","25",43.9,"3",5.3,2.9
"Bruján, Vidal","660644","56","12",19.6,"103.7","86","96.1","89.9","82.3","385","129",,"13",23.2,"1",1.8,1.2
"Rafaela, Ceddanne","678882","56","8.1",39.3,"107.1","85.5","97.4","88.1","81.5","400","149","358","19",33.9,"3",5.4,3.4
"Rocchio, Brayan","677587","55","1.5",30.9,"103.4","85.8","94.9","91.1","82.6","377","122",,"10",18.2,"0",0,0
"Baker, Luken","663609","55","16.9",38.2,"111.1","93.1","103.4","96.6","91.8","411","185","399","29",52.7,"4",7.3,4
"Marlowe, Cade","687799","55","20.8",41.8,"104.1","86.6","97","90","79.1","412","206","408","17",30.9,"4",7.3,4
"Stefanic, Michael","683021","54","7.3",38.9,"102.2","87.9","95.2","90.3","88.1","358","147",,"12",22.2,"0",0,0
"Velazquez, Andrew","623205","54","8.9",25.9,"104.6","87.7","96.8","92.2","84.7","368","123","368","12",24,"2",3.7,2.1
"Dozier, Hunter","641531","54","12.3",29.6,"107.9","84.4","98.4","93.8","76.1","408","166","406","21",38.9,"2",3.7,2.2
"Abreu, Wilyer","677800","53","11.9",35.8,"109.4","91.3","102.7","94.4","89.2","431","181","412","26",49.1,"5",9.4,5.9
"Brantley, Michael","488726","53","14.1",35.8,"106.2","90.4","98.2","92.2","89.9","357","171","351","20",37.7,"0",0,0
"Ramos, Henry","592656","53","13.8",32.1,"107","82.4","93.9","88.3","78.2","384","154",,"11",20.8,"2",3.8,2.3
"Brosseau, Mike","670712","53","13.4",32.1,"104.1","81.3","93.3","86.5","74.6","413","158","400","11",20.8,"4",7.5,5.1
"Pereira, Everson","677592","53","10",39.6,"111.8","91.9","101.9","94.3","89.6","389","151",,"29",54.7,"4",7.5,3.9
"Loftin, Nick","679845","51","10.8",31.4,"107.1","86.3","97.6","90","84.5","396","147",,"18",35.3,"4",7.8,5.9
"Luplow, Jordan","656669","50","14.1",24,"106.2","85.4","97.4","93","82.8","410","146","396","16",32,"3",6,3.3
"Mendick, Danny","664901","50","11",32,"104.4","89.1","97.8","90.9","88.9","389","151","389","20",40,"2",4,2.9
"Dixon, Brandon","641525","50","16.5",32,"111","87","99","92","82.1","430","158","417","16",32,"4",8,4.7
"Rortvedt, Ben","666163","49","16.3",34.7,"105.7","88","97.8","90.7","87.4","398","165","381","17",34.7,"3",6.1,3.8
"Hensley, David","682073","49","2.4",28.6,"107","90.8","100.4","94.1","89","412","141","412","23",46.9,"2",4.1,2.1
"Myers, Dane","667472","49","-1.8",28.6,"109.7","91.8","102.8","99.4","87","399","127","352","26",53.1,"1",2,1.4
"Capel, Conner","668843","48","13.1",41.7,"104.6","86.4","95.3","88.6","83.4","370","168",,"9",18.8,"0",0,0
"Goodman, Hunter","696100","48","10.8",27.1,"110.8","88.7","101.8","94.5","82.5","437","178","437","21",43.8,"5",10.4,6.5
"Mathias, Mark","664029","47","1.3",25.5,"104","83.6","95.3","90.7","82.3","340","104",,"14",29.8,"0",0,0
"Beaty, Matt","607461","47","7.5",34,"106.1","82.3","93.1","89.8","77.7","375","138",,"7",14.9,"0",0,0
"Clement, Ernie","676391","47","16.3",36.2,"105.4","84.1","93.8","84.6","84.5","404","156","404","9",19.1,"1",2.1,1.9
"Miller, Brad","543543","46","7.7",26.1,"108","87.5","97.2","91.6","84.3","407","153","407","13",28.3,"3",6.5,4.5
"Busch, Michael","683737","46","4.7",15.2,"108.3","89.1","99.8","92.6","86.4","401","135","379","23",50,"3",6.5,3.7
"Fermín, José","665877","45","9.9",35.6,"104.5","89.5","97","88.8","92","347","143",,"15",33.3,"0",0,0
"Lee, Korey","686676","45","8.2",26.7,"105.4","85.3","96.1","88.2","84","415","132","415","16",35.6,"2",4.4,2.9
"Motter, Taylor","600301","45","19.2",37.8,"114.8","87","101.9","93.6","83.3","384","159",,"21",46.7,"4",8.9,4.9
"Cordero, Franchy","614173","44","8.8",31.8,"113.7","91.4","102.4","99.6","86.3","439","166","401","17",38.6,"7",15.9,9.9
"Frazier, Clint","640449","43","11.4",37.2,"109.2","82.5","95.7","87.6","78.5","373","154",,"11",25.6,"0",0,0
"Araúz, Jonathan","660620","43","16.5",25.6,"110.2","86.7","96.8","87.9","88.4","394","165","383","12",27.9,"3",7,4.5
"Florial, Estevan","664314","42","17.2",38.1,"107.6","86.2","97.6","90.5","83.2","379","155",,"14",33.3,"1",2.4,1.4
"Voit, Luke","572228","41","12.5",43.9,"109","86.7","99.1","94.6","77.5","403","154",,"15",36.6,"3",7.3,4.1
"Nido, Tomás","621512","41","5.7",24.4,"107.7","85","95.2","92.2","79.9","354","116",,"8",19.5,"0",0,0
"Cowser, Colton","681297","40","4.6",37.5,"107.7","87.4","98.6","92.2","82.2","388","152",,"17",42.5,"1",2.5,1.3
"Mitchell, Garrett","669003","40","7.5",40,"112.3","86.7","99.5","91.2","80","387","160","373","15",37.5,"4",10,5.5
"Yepez, Juan","660766","40","25.2",35,"113.8","80","95.1","87.4","77.7","398","190","381","10",25,"3",7.5,4.6
"Taylor, Samad","669392","40","8.7",35,"104.8","87.5","95.3","92","83.9","406","153",,"9",22.5,"4",10,5.8
"Vavra, Terrin","679631","39","9.5",43.6,"106.3","86.8","97.9","95","80.2","390","143",,"13",33.3,"2",5.1,3.6
"Carter, Evan","694497","39","9",43.6,"107.5","89","100.9","95.8","83.9","421","171","399","18",46.2,"4",10.3,5.3
"Hilliard, Sam","656541","39","20.3",33.3,"114.8","92.4","104.5","97.7","90","458","175","440","19",48.7,"3",7.7,3.8
"Thompson, Bubba","669352","39","3.6",20.5,"104.4","82.1","94.9","92.6","78.9","371","105",,"9",23.1,"1",2.6,1.7
"Pérez, Carlos","656024","38","13.5",28.9,"109.3","85.1","96.9","90.6","82.9","389","128","385","10",26.3,"3",7.9,5.7
"Wade, Tyler","642180","38","8.6",21.1,"103.5","85.3","96.3","89.1","84.1","372","108",,"9",23.7,"0",0,0
"Reyes, Franmil","614177","37","-2.1",27,"113.4","93","103.7","100.7","87.2","455","152","422","16",43.2,"6",16.2,9.2
"Vosler, Jason","613564","37","25.8",29.7,"109.4","86","95.8","90.4","80.9","444","187","395","8",21.6,"3",8.1,4.6
"Hill, Derek","656537","36","7",27.8,"106.2","84.1","94.9","88.7","81.7","341","120",,"8",22.2,"0",0,0
"Lamb, Jake","571875","36","12",36.1,"107.3","89.1","100.5","94.4","84.7","434","161","403","16",44.4,"2",5.6,3.7
"Hall, Darick","669742","36","14",27.8,"112.7","92.5","101.8","95.9","92.7","398","145","398","14",38.9,"1",2.8,1.8
"Ramos, Heliot","671218","36","13.4",27.8,"112.7","90.9","102.1","99.1","87.6","423","146","423","15",41.7,"5",13.9,8.3
"Locastro, Tim","641796","36","22.2",30.6,"105.6","83.3","95.2","87.9","78.4","419","158","419","8",22.2,"3",8.3,4.5
"DeLuca, Jonny","676356","34","8.7",32.4,"102.6","83.7","94.4","89.8","79.2","406","154","398","6",17.6,"2",5.9,4.4
"Alfaro, Jorge","595751","33","-6.1",18.2,"108.6","88.9","98.9","92.8","87","398","107","398","12",36.4,"2",6.1,3.8
"Adell, Jo","666176","33","12.6",18.2,"117.2","87.3","100.9","101.8","80.2","451","135","415","13",39.4,"3",9.1,4.8
"Ruf, Darin","573131","33","7.5",39.4,"108","94","101.9","96.3","91.5","398","175",,"17",51.5,"4",12.1,7
"Eaton, Nate","681987","32","10.4",25,"102.6","84.3","96.4","93.5","83.8","360","124",,"9",28.1,"0",0,0
"Meckler, Wade","685133","31","7.8",45.2,"99.7","81.4","94.2","89.2","74.9","377","143",,"7",22.6,"0",0,0
"Young, Jared","676724","30","10.3",26.7,"109.4","88.8","99.9","94.7","83.2","431","160","428","11",36.7,"3",10,6.4
"Lewis, Kyle","641786","30","23.6",26.7,"102.9","89.1","96.5","89.8","90","390","182","383","8",26.7,"2",6.7,3.7
"Heineman, Tyler","623168","30","21.9",33.3,"103.6","82.1","94.9","83.3","81.5","348","146",,"8",26.7,"0",0,0
"Stevenson, Andrew","664057","29","1.6",17.2,"104.9","85.4","94","88.4","84.3","371","101",,"6",20.7,"0",0,0
"Johnson, Bryce","669369","29","15.6",24.1,"104.8","86.3","96.4","90.1","82.8","389","130","369","7",24.1,"2",6.9,4.2
"Haseley, Adam","656514","28","8",28.6,"107.8","87.6","99","89.3","86.5","380","132",,"11",39.3,"1",3.6,2.6
"Cabbage, Trey","663550","28","4.6",28.6,"112.8","86.7","99","94.3","83.4","448","137","448","9",32.1,"2",7.1,3.6
"Kessinger, Grae","666197","28","13.6",32.1,"106.5","86.3","97.1","92.6","77.6","397","176","397","9",32.1,"3",10.7,6.7
"Horwitz, Spencer","687462","27","1.5",37,"103.5","87","98.1","92.8","83.5","442","127","442","10",37,"2",7.4,4.5
"Lipcius, Andre","686531","27","16.7",29.6,"103.1","87.3","95.9","90.6","79.5","399","192","399","8",29.6,"0",0,0
"Mercado, Óscar","640458","27","22.8",29.6,"104.2","85.5","96.4","89","80.1","321","171",,"9",33.3,"0",0,0
"Phillips, Brett","621433","27","18.2",29.6,"105.7","86.7","97","88.8","83.8","406","175","386","8",29.6,"2",7.4,2.8
"Martínez, J.P.","679881","26","20.1",34.6,"104.4","86.1","97.1","91.5","80.5","404","176","404","7",26.9,"1",3.8,2.3
"Montes, Coco","663796","26","19.8",34.6,"100.4","82.5","94","88.8","72","383","199","377","5",19.2,"1",3.8,2.4
"Herrera, Iván","671056","26","12.2",23.1,"109.8","91.3","105.3","100.4","89.5","374","130",,"16",61.5,"2",7.7,4.5
"Huff, Sam","669087","26","5.4",26.9,"110.7","90.2","104","97.9","85.5","443","159","434","13",50,"4",15.4,8.9
"Caminero, Junior","691406","26","-0.3",15.4,"112","85.4","102.7","97.8","80.4","401","105","379","11",42.3,"3",11.5,8.3
"Thomas, Cody","642137","25","12.3",20,"106.3","86.5","96.2","89.5","86.7","396","144","396","6",24,"1",4,2.2
"Blankenhorn, Travis","663905","25","6.1",24,"107","92.3","100.7","95.1","91.3","423","137","423","13",52,"1",4,2.7
"Rutherford, Blake","666164","25","-0.7",8,"105.9","87.1","95","86.3","87.4","350","102",,"5",20,"0",0,0
"Ortiz, Joey","687401","25","0.1",40,"109.8","88.2","103.1","91.6","86.1","379","125",,"11",44,"2",8,5.9
"Cruz, Oneil","665833","25","10.5",20,"115.8","89.5","101.6","93.9","86","425","156","425","9",36,"1",4,2.5
"Bouchard, Sean","656248","25","7.8",44,"112.1","91","100.3","96.1","85.7","458","192","422","11",44,"5",20,11.6
